items_a,items_b,items_c
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,8,13
9,7,13
9,7,13
9,7,13
9,7,13
9,7,13
9,7,13
9,7,13
9,7,13
9,7,13
9,7,13
9,7,13
9,7,13
9,7,13
9,7,13
9,7,13
9,7,13
9,7,13
9,7,13
9,7,13
9,7,13
9,7,13
9,7,13
9,7,13
9,7,13
9,7,13
9,7,13
9,7,13
9,7,13
9,7,13
9,7,13
9,7,13
9,7,13
9,7,13
9,7,13
9,7,13
9,7,13
9,7,13
9,7,13
9,7,13
9,7,13
9,7,13
9,7,13
9,7,13
9,7,13
9,7,13
9,7,13
9,6,13
9,6,13
9,6,13
9,6,13
9,6,13
9,6,13
9,6,13
9,6,13
9,6,13
9,6,13
9,6,13
9,6,13
9,6,13
9,6,13
9,6,13
9,6,13
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,12
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
9,6,11
