items_a,items_b,items_c
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,13,6
10,13,6
10,13,6
10,13,6
10,13,6
10,13,6
10,13,6
10,13,6
10,13,6
10,13,6
10,13,6
10,13,6
10,13,6
10,13,6
10,13,6
10,13,6
10,13,6
10,13,6
10,13,6
10,13,6
10,13,6
10,13,6
10,13,6
10,13,6
10,13,6
10,13,6
10,13,6
10,13,6
10,13,6
10,13,6
10,13,6
10,13,6
10,13,6
10,13,6
10,13,6
10,13,6
10,13,6
10,13,6
10,13,6
10,13,6
10,13,6
10,13,6
10,13,6
10,13,6
10,13,6
10,13,6
10,13,6
10,13,6
10,13,6
10,13,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,12,6
10,11,6
10,11,5
10,11,5
10,11,5
10,11,5
10,11,5
10,11,5
10,11,5
10,11,5
10,11,5
10,11,5
10,11,5
10,11,5
10,11,5
10,11,5
10,11,5
10,11,5
10,11,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
10,10,5
9,10,5
9,10,5
9,10,5
9,10,5
9,10,5
9,10,5
9,10,5
9,10,5
9,10,5
9,10,5
9,10,5
9,10,5
9,10,5
9,10,5
9,10,5
9,10,5
9,10,5
9,10,5
9,10,5
9,10,5
9,10,5
9,10,5
9,10,5
9,10,5
9,10,5
9,10,5
9,10,5
9,10,5
9,10,5
9,10,5
9,10,5
9,10,5
9,10,5
8,10,5
8,10,5
8,10,5
8,10,5
8,10,5
8,9,5
8,9,5
8,9,5
8,9,5
8,9,5
8,9,5
8,9,5
8,9,5
8,9,5
8,9,5
8,9,5
8,9,5
8,9,5
8,9,5
8,9,5
8,9,5
8,9,5
8,9,5
8,9,5
8,9,5
8,9,5
8,9,5
8,9,5
8,9,5
8,9,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
8,8,5
7,8,5
7,8,5
7,8,5
7,8,5
7,8,5
7,8,5
7,8,5
7,8,5
7,8,5
7,8,5
7,8,5
7,8,5
7,8,5
7,8,5
7,8,5
7,8,5
7,8,5
7,8,5
7,8,5
7,8,5
7,8,5
7,8,5
7,8,5
7,8,5
7,8,5
7,8,5
7,8,5
7,8,5
7,8,5
7,8,5
7,7,5
7,7,5
7,7,5
7,7,5
7,7,5
7,7,5
7,7,5
7,7,5
7,7,5
7,7,5
7,7,5
7,7,5
7,7,5
7,7,5
7,7,5
7,7,5
7,7,5
7,7,5
7,7,5
7,7,5
7,7,5
7,7,5
7,7,5
7,7,5
7,7,5
7,7,5
7,7,5
7,7,5
7,7,5
7,7,5
7,7,5
7,7,5
7,7,5
7,7,5
7,7,5
7,7,5
7,7,5
7,7,5
7,7,5
7,7,5
7,7,5
7,7,5
7,7,5
7,7,5
7,7,5
7,7,5
7,7,5
7,7,5
7,7,5
7,7,5
7,7,5
